Gender,OWN_CAR,OWN_REALTY,CNT_CHILDREN,ANN_INC,INC_CAT,EDU_LVL,STATUS,LIVING,OCCUPATION_TYPE,FAM_CNT,Age,Experience,target
M,N,Y,1,81000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,43,10,0
F,Y,N,0,225000.0,Commercial associate,Higher education,Married,With parents,Accountants,2,32,0,0
M,N,Y,0,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,28,0,0
F,N,Y,2,202500.0,State servant,Secondary / secondary special,Married,Co-op apartment,Accountants,4,38,4,0
M,N,Y,2,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,4,34,0,0
M,Y,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,24,0,0
F,N,Y,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,4,36,18,0
F,N,Y,0,157500.0,Working,Secondary / secondary special,Separated,House / apartment,Accountants,1,50,4,0
M,Y,Y,1,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,3,30,2,0
M,Y,N,0,220500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,62,10,0
F,Y,Y,0,126000.0,Working,Lower secondary,Married,With parents,Accountants,2,32,0,0
F,N,Y,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,Accountants,2,47,10,0
M,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,30,4,0
F,N,Y,1,157500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,Accountants,2,34,3,0
F,Y,Y,0,67500.0,State servant,Higher education,Civil marriage,House / apartment,Accountants,2,32,1,0
F,N,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,4,40,3,0
M,Y,Y,1,225000.0,Working,Higher education,Single / not married,House / apartment,Accountants,2,28,0,0
F,N,Y,2,157500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,4,30,2,0
M,Y,N,0,162000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,42,0,0
F,N,Y,0,135000.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,Accountants,1,30,1,0
F,N,N,1,225000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Accountants,3,40,9,0
F,Y,Y,0,225000.0,Working,Higher education,Married,House / apartment,Accountants,2,44,8,0
M,N,Y,0,112500.0,Commercial associate,Higher education,Married,House / apartment,Accountants,2,55,1,1
F,Y,Y,0,112500.0,Working,Higher education,Married,House / apartment,Accountants,2,39,1,0
F,Y,Y,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,Accountants,2,41,2,0
F,N,Y,0,387000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,55,13,0
M,Y,N,2,234000.0,State servant,Secondary / secondary special,Married,House / apartment,Accountants,4,28,8,0
M,N,Y,0,315000.0,Working,Higher education,Married,House / apartment,Accountants,2,38,5,0
F,N,Y,1,225000.0,Working,Secondary / secondary special,Married,With parents,Accountants,3,27,0,0
F,N,Y,0,225000.0,Working,Secondary / secondary special,Separated,House / apartment,Accountants,1,46,0,0
M,Y,Y,0,162000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,36,0,0
F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,54,21,0
F,N,N,2,121500.0,Working,Secondary / secondary special,Married,With parents,Accountants,4,27,1,0
F,N,Y,0,135000.0,State servant,Higher education,Single / not married,Municipal apartment,Accountants,1,29,5,0
M,Y,Y,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,4,28,9,0
F,Y,Y,0,202500.0,Working,Higher education,Single / not married,House / apartment,Accountants,1,49,4,0
F,N,Y,1,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,Accountants,3,27,3,0
F,N,Y,1,252000.0,State servant,Higher education,Married,House / apartment,Accountants,3,33,10,0
F,Y,N,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,40,22,0
M,Y,Y,0,225000.0,Working,Secondary / secondary special,Separated,House / apartment,Accountants,1,37,4,0
M,Y,Y,5,202500.0,Working,Secondary / secondary special,Married,Co-op apartment,Accountants,7,31,7,0
F,N,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,56,1,0
M,N,Y,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,37,2,0
F,N,Y,0,135000.0,Commercial associate,Higher education,Single / not married,House / apartment,Accountants,1,31,3,0
F,N,Y,0,180000.0,Working,Higher education,Married,House / apartment,Accountants,2,38,19,0
F,N,Y,0,121500.0,State servant,Higher education,Married,House / apartment,Accountants,2,25,6,0
F,N,Y,1,337500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,3,40,4,0
F,N,Y,1,140850.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,3,29,0,0
F,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,48,4,0
F,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,32,2,0
F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,35,6,0
M,Y,Y,2,265500.0,Working,Higher education,Married,House / apartment,Accountants,4,31,5,0
F,Y,Y,1,126000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,Accountants,3,36,2,0
F,N,Y,0,126000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,Accountants,1,50,10,0
M,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,With parents,Accountants,2,24,1,0
M,Y,N,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,44,8,0
F,Y,Y,0,112500.0,Working,Secondary / secondary special,Separated,House / apartment,Accountants,1,46,3,0
M,N,Y,0,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,41,1,0
M,Y,Y,0,225000.0,Working,Secondary / secondary special,Single / not married,With parents,Accountants,1,42,8,0
F,N,Y,0,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,Accountants,2,43,5,0
F,N,Y,1,157500.0,Working,Incomplete higher,Single / not married,With parents,Accountants,2,31,1,0
M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,52,4,0
M,Y,Y,0,195750.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,51,2,1
M,Y,Y,0,195750.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,51,2,0
M,N,N,0,180000.0,Working,Secondary / secondary special,Single / not married,Office apartment,Accountants,1,45,2,0
F,N,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,41,0,0
M,Y,Y,0,360000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,39,10,0
F,N,Y,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,46,3,0
F,Y,Y,1,225000.0,Commercial associate,Higher education,Married,House / apartment,Accountants,3,30,3,0
F,N,Y,0,216000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,48,21,0
F,Y,Y,1,184500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,3,43,3,0
F,N,Y,0,292500.0,Working,Higher education,Married,House / apartment,Accountants,2,37,3,0
M,Y,N,0,225000.0,Working,Incomplete higher,Civil marriage,House / apartment,Accountants,2,29,1,0
F,N,Y,0,180000.0,Working,Higher education,Married,House / apartment,Accountants,2,43,7,0
F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,30,4,0
M,Y,Y,0,225000.0,Working,Higher education,Married,House / apartment,Accountants,2,57,1,0
M,Y,N,1,360000.0,State servant,Higher education,Married,Office apartment,Accountants,3,41,7,0
F,N,Y,1,112500.0,Working,Secondary / secondary special,Widow,House / apartment,Accountants,2,38,8,0
F,Y,Y,1,135000.0,Working,Higher education,Married,House / apartment,Accountants,3,24,0,0
M,N,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,4,32,11,0
F,N,N,0,117000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,24,2,0
F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,58,0,0
F,N,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,3,37,3,0
F,N,Y,1,108000.0,Commercial associate,Higher education,Married,House / apartment,Accountants,3,38,2,0
F,Y,Y,1,135000.0,Working,Secondary / secondary special,Married,Rented apartment,Accountants,3,42,4,0
M,Y,Y,0,157500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,40,2,0
F,N,Y,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,65,5,0
F,N,Y,0,90000.0,Working,Secondary / secondary special,Separated,House / apartment,Accountants,1,41,5,0
F,N,Y,0,90000.0,Working,Higher education,Married,House / apartment,Accountants,2,31,0,0
F,N,Y,1,90000.0,Commercial associate,Higher education,Married,House / apartment,Accountants,3,26,1,0
F,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,53,7,0
F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Accountants,2,51,9,0
F,N,Y,1,36000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,34,3,0
F,N,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,3,44,16,0
F,N,Y,2,67500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,4,33,1,0
M,Y,Y,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,56,6,0
M,N,Y,1,99000.0,Working,Secondary / secondary special,Separated,House / apartment,Accountants,2,40,0,0
F,N,Y,2,99000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,4,32,2,0
M,Y,Y,0,90000.0,Working,Incomplete higher,Married,House / apartment,Accountants,2,52,8,0
M,N,Y,0,216000.0,Working,Secondary / secondary special,Separated,House / apartment,Accountants,1,39,1,0
F,N,Y,2,90000.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,Accountants,4,34,7,0
F,N,Y,1,157500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Accountants,3,40,1,0
F,N,Y,1,171000.0,State servant,Higher education,Separated,House / apartment,Accountants,2,56,4,0
F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,30,0,0
F,N,N,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,4,34,1,0
M,N,Y,2,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,4,43,1,0
M,N,N,0,180000.0,Working,Secondary / secondary special,Single / not married,Rented apartment,Accountants,1,32,2,0
F,N,Y,0,101250.0,Working,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,27,4,0
F,Y,N,2,315000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,4,42,10,0
F,N,Y,2,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,Accountants,4,29,4,0
M,N,Y,0,270000.0,Working,Higher education,Single / not married,House / apartment,Accountants,1,41,8,0
F,N,N,1,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,Accountants,2,41,1,0
F,N,N,2,157500.0,Working,Higher education,Married,House / apartment,Accountants,4,31,7,0
F,N,Y,0,423000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,Accountants,1,36,8,0
F,N,Y,1,585000.0,Commercial associate,Higher education,Single / not married,House / apartment,Accountants,2,28,2,0
F,Y,N,0,265500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,40,2,0
F,N,N,3,180000.0,Working,Higher education,Married,House / apartment,Accountants,5,37,19,0
F,N,Y,0,216000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,58,9,0
M,Y,N,1,351000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,3,44,23,0
M,Y,N,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,Accountants,2,53,6,0
F,N,N,2,225000.0,State servant,Higher education,Married,With parents,Accountants,4,29,9,0
F,Y,N,0,360000.0,Working,Higher education,Married,House / apartment,Accountants,2,27,2,0
F,N,N,0,315000.0,Commercial associate,Higher education,Married,House / apartment,Accountants,2,40,2,0
M,N,N,1,360000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,41,7,0
F,Y,N,0,180000.0,State servant,Secondary / secondary special,Married,House / apartment,Accountants,2,40,12,0
F,Y,N,0,270000.0,Working,Higher education,Married,House / apartment,Accountants,2,28,1,0
M,Y,N,0,166500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,49,12,0
F,Y,N,1,247500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,50,6,0
F,N,N,1,202500.0,State servant,Secondary / secondary special,Married,House / apartment,Accountants,3,35,4,0
F,N,N,2,225000.0,Working,Higher education,Single / not married,House / apartment,Accountants,3,35,16,0
F,N,N,0,153000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,42,2,0
F,Y,N,0,135000.0,Commercial associate,Higher education,Single / not married,House / apartment,Accountants,1,24,2,0
M,N,N,0,135000.0,Working,Lower secondary,Civil marriage,House / apartment,Accountants,2,27,9,0
F,N,N,0,306000.0,State servant,Higher education,Married,House / apartment,Accountants,2,34,15,0
M,Y,N,0,247500.0,Working,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,33,9,0
M,N,N,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,41,0,0
M,Y,N,0,139500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,50,22,0
M,Y,N,1,247500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,39,0,0
M,N,N,0,225000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,Accountants,2,59,11,0
M,Y,N,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,32,7,0
F,N,N,0,180000.0,State servant,Secondary / secondary special,Widow,House / apartment,Accountants,1,49,0,0
M,Y,N,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,39,0,0
F,Y,N,0,216000.0,State servant,Higher education,Married,House / apartment,Accountants,2,48,26,0
M,Y,N,1,315000.0,Commercial associate,Higher education,Married,With parents,Accountants,3,32,1,0
M,Y,N,0,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,38,0,0
M,Y,N,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,3,39,0,0
F,N,N,1,90000.0,State servant,Secondary / secondary special,Separated,House / apartment,Accountants,2,28,4,0
